,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2008-Y14,2008-R1Y3,2008,Y14,1165,Cornell,R1Y3,0,11/5/2007,136,0,77,1,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
2008-Y15,2008-R1Y2,2008,Y15,1122,Austin Peay,R1Y2,0,11/5/2007,137,0,74,1,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19
2008-Y16,2008-R1Y1,2008,Y16,1426,UT Arlington,R1Y1,0,11/5/2007,137,0,87,1,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23
2008-Z01,2008-R1Z1,2008,Z01,1417,UCLA,R1Z1,1,11/5/2007,136,1,70,0,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9
2008-Z02,2008-R1Z2,2008,Z02,1181,Duke,R1Z2,1,11/5/2007,136,1,71,0,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
2008-Z03,2008-R1Z3,2008,Z03,1462,Xavier,R1Z3,1,11/5/2007,136,1,73,0,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
2008-Z04,2008-R1Z4,2008,Z04,1163,Connecticut,R1Z4,1,11/5/2007,137,0,70,1,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16
2008-Z05,2008-R1Z5,2008,Z05,1179,Drake,R1Z5,1,11/5/2007,137,0,101,1,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21
2008-Z06,2008-R1Z6,2008,Z06,1345,Purdue,R1Z6,1,11/5/2007,136,1,90,0,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
2008-Z07,2008-R1Z7,2008,Z07,1452,West Virginia,R1Z7,1,11/5/2007,136,1,75,0,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
2008-Z08,2008-R1Z8,2008,Z08,1140,BYU,R1Z8,1,11/5/2007,136,0,67,1,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
2008-Z09,2008-R1Z8,2008,Z09,1401,Texas A&M,R1Z8,0,11/5/2007,136,1,67,0,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
2008-Z10,2008-R1Z7,2008,Z10,1112,Arizona,R1Z7,0,11/5/2007,136,0,75,1,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
2008-Z11,2008-R1Z6,2008,Z11,1124,Baylor,R1Z6,0,11/5/2007,136,0,90,1,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
2008-Z12,2008-R1Z5,2008,Z12,1443,WKU,R1Z5,0,11/5/2007,137,1,101,0,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21
2008-Z13,2008-R1Z4,2008,Z13,1360,San Diego,R1Z4,0,11/5/2007,137,1,70,0,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16
2008-Z14,2008-R1Z3,2008,Z14,1208,Georgia,R1Z3,0,11/5/2007,136,0,73,1,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
2008-Z15,2008-R1Z2,2008,Z15,1125,Belmont,R1Z2,0,11/5/2007,136,0,71,1,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
2008-Z16,2008-R1Z1,2008,Z16,1290,MS Valley St,R1Z1,0,11/5/2007,136,0,70,1,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9
2009-W01,2009-R1W1,2009,W01,1338,Pittsburgh,R1W1,1,11/3/2008,137,1,72,0,62,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16,23,75,4,22,12,24,20,24,12,9,6,3,17
2009-W02,2009-R1W2,2009,W02,1181,Duke,R1W2,1,11/3/2008,136,1,86,0,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21
2009-W03,2009-R1W3,2009,W03,1437,Villanova,R1W3,1,11/3/2008,136,1,80,0,67,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24
2009-W04,2009-R1W4,2009,W04,1462,Xavier,R1W4,1,11/3/2008,137,1,77,0,59,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17,22,46,8,21,7,16,4,17,12,11,6,2,18
2009-W05,2009-R1W5,2009,W05,1199,Florida St,R1W5,1,11/3/2008,137,0,61,1,59,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16,20,46,4,13,15,18,4,29,6,15,6,4,16
2009-W06,2009-R1W6,2009,W06,1417,UCLA,R1W6,1,11/3/2008,136,1,65,0,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17
2009-W07,2009-R1W7,2009,W07,1400,Texas,R1W7,1,11/3/2008,136,1,76,0,62,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18,22,54,4,13,14,19,8,22,12,12,6,2,20
2009-W08,2009-R1W8,2009,W08,1329,Oklahoma St,R1W8,1,11/3/2008,137,1,77,0,75,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19,24,56,11,33,16,21,11,17,16,11,4,1,16
2009-W09,2009-R1W8,2009,W09,1397,Tennessee,R1W8,0,11/3/2008,137,0,77,1,75,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19,24,56,11,33,16,21,11,17,16,11,4,1,16
2009-W10,2009-R1W7,2009,W10,1278,Minnesota,R1W7,0,11/3/2008,136,0,76,1,62,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18,22,54,4,13,14,19,8,22,12,12,6,2,20
2009-W11,2009-R1W6,2009,W11,1433,VA Commonwealth,R1W6,0,11/3/2008,136,0,65,1,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17
2009-W12,2009-R1W5,2009,W12,1458,Wisconsin,R1W5,0,11/3/2008,137,1,61,0,59,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16,20,46,4,13,15,18,4,29,6,15,6,4,16
2009-W13,2009-R1W4,2009,W13,1340,Portland St,R1W4,0,11/3/2008,137,0,77,1,59,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17,22,46,8,21,7,16,4,17,12,11,6,2,18
2009-W14,2009-R1W3,2009,W14,1110,American Univ,R1W3,0,11/3/2008,136,0,80,1,67,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24
2009-W15,2009-R1W2,2009,W15,1127,Binghamton,R1W2,0,11/3/2008,136,0,86,1,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21
2009-W16,2009-R1W1,2009,W16,1190,ETSU,R1W1,0,11/3/2008,137,0,72,1,62,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16,23,75,4,22,12,24,20,24,12,9,6,3,17
2009-X01,2009-R1X1,2009,X01,1314,North Carolina,R1X1,1,11/3/2008,136,1,101,0,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17
2009-X02,2009-R1X2,2009,X02,1328,Oklahoma,R1X2,1,11/3/2008,136,1,82,0,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24
2009-X03,2009-R1X3,2009,X03,1393,Syracuse,R1X3,1,11/3/2008,137,1,59,0,44,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12,18,73,2,21,6,10,14,20,10,6,10,1,11
2009-X04,2009-R1X4,2009,X04,1211,Gonzaga,R1X4,1,11/3/2008,136,1,77,0,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23
2009-X05,2009-R1X5,2009,X05,1228,Illinois,R1X5,1,11/3/2008,136,0,76,1,72,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24
2009-X06,2009-R1X6,2009,X06,1113,Arizona St,R1X6,1,11/3/2008,137,1,66,0,57,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16
2009-X07,2009-R1X7,2009,X07,1155,Clemson,R1X7,1,11/3/2008,136,0,62,1,59,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19
2009-X08,2009-R1X8,2009,X08,1261,LSU,R1X8,1,11/3/2008,136,1,75,0,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20
2009-X09,2009-R1X8,2009,X09,1139,Butler,R1X8,0,11/3/2008,136,0,75,1,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20
2009-X10,2009-R1X7,2009,X10,1276,Michigan,R1X7,0,11/3/2008,136,1,62,0,59,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19
2009-X11,2009-R1X6,2009,X11,1396,Temple,R1X6,0,11/3/2008,137,0,66,1,57,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16
2009-X12,2009-R1X5,2009,X12,1443,WKU,R1X5,0,11/3/2008,136,1,76,0,72,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24
2009-X13,2009-R1X4,2009,X13,1103,Akron,R1X4,0,11/3/2008,136,0,77,1,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23
2009-X14,2009-R1X3,2009,X14,1372,SF Austin,R1X3,0,11/3/2008,137,0,59,1,44,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12,18,73,2,21,6,10,14,20,10,6,10,1,11
2009-X15,2009-R1X2,2009,X15,1288,Morgan St,R1X2,0,11/3/2008,136,0,82,1,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24
2009-X16,2009-R1X1,2009,X16,1347,Radford,R1X1,0,11/3/2008,136,0,101,1,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17
2009-Y01,2009-R1Y1,2009,Y01,1257,Louisville,R1Y1,1,11/3/2008,137,1,74,0,54,N,0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,52,4,11,10,14,13,14,12,20,4,1,10
2009-Y02,2009-R1Y2,2009,Y02,1277,Michigan St,R1Y2,1,11/3/2008,137,1,77,0,62,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15,25,61,5,17,7,13,8,20,16,6,8,7,17
2009-Y03,2009-R1Y3,2009,Y03,1242,Kansas,R1Y3,1,11/3/2008,137,1,84,0,74,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21
2009-Y04,2009-R1Y4,2009,Y04,1448,Wake Forest,R1Y4,1,11/3/2008,137,0,84,1,69,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17,26,50,5,13,12,17,10,23,10,18,4,13,20
2009-Y05,2009-R1Y5,2009,Y05,1428,Utah,R1Y5,1,11/3/2008,137,0,84,1,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22
2009-Y06,2009-R1Y6,2009,Y06,1452,West Virginia,R1Y6,1,11/3/2008,137,0,68,1,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21
2009-Y07,2009-R1Y7,2009,Y07,1130,Boston College,R1Y7,1,11/3/2008,137,0,72,1,55,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18,18,55,6,23,13,14,13,17,13,15,5,3,21
2009-Y08,2009-R1Y8,2009,Y08,1326,Ohio St,R1Y8,1,11/3/2008,137,0,74,1,72,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21
2009-Y09,2009-R1Y8,2009,Y09,1373,Siena,R1Y8,0,11/3/2008,137,1,74,0,72,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21
2009-Y10,2009-R1Y7,2009,Y10,1425,USC,R1Y7,0,11/3/2008,137,1,72,0,55,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18,18,55,6,23,13,14,13,17,13,15,5,3,21
2009-Y11,2009-R1Y6,2009,Y11,1173,Dayton,R1Y6,0,11/3/2008,137,1,68,0,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21
2009-Y12,2009-R1Y5,2009,Y12,1112,Arizona,R1Y5,0,11/3/2008,137,1,84,0,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22
2009-Y13,2009-R1Y4,2009,Y13,1156,Cleveland St,R1Y4,0,11/3/2008,137,1,84,0,69,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17,26,50,5,13,12,17,10,23,10,18,4,13,20
2009-Y14,2009-R1Y3,2009,Y14,1295,N Dakota St,R1Y3,0,11/3/2008,137,0,84,1,74,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21
2009-Y15,2009-R1Y2,2009,Y15,1352,Robert Morris,R1Y2,0,11/3/2008,137,0,77,1,62,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15,25,61,5,17,7,13,8,20,16,6,8,7,17
2009-Y16a,2009-Y16,2009,Y16a,1106,Alabama St,Y16,1,11/3/2008,134,0,58,1,43,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18
2009-Y16b,2009-Y16,2009,Y16b,1287,Morehead St,Y16,0,11/3/2008,134,1,58,0,43,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18
2009-Z01,2009-R1Z1,2009,Z01,1163,Connecticut,R1Z1,1,11/3/2008,136,1,103,0,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27
2009-Z02,2009-R1Z2,2009,Z02,1272,Memphis,R1Z2,1,11/3/2008,136,1,81,0,70,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18
2009-Z03,2009-R1Z3,2009,Z03,1281,Missouri,R1Z3,1,11/3/2008,137,1,78,0,59,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11,23,64,6,21,7,12,17,23,11,9,1,0,15
2009-Z04,2009-R1Z4,2009,Z04,1449,Washington,R1Z4,1,11/3/2008,136,1,71,0,58,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22
2009-Z05,2009-R1Z5,2009,Z05,1345,Purdue,R1Z5,1,11/3/2008,136,1,61,0,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20
2009-Z06,2009-R1Z6,2009,Z06,1266,Marquette,R1Z6,1,11/3/2008,137,1,58,0,57,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21
2009-Z07,2009-R1Z7,2009,Z07,1143,California,R1Z7,1,11/3/2008,136,0,84,1,71,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17,25,59,7,24,14,19,14,21,12,14,2,2,22
2009-Z08,2009-R1Z8,2009,Z08,1140,BYU,R1Z8,1,11/3/2008,136,0,79,1,66,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15,23,59,7,16,13,18,7,19,15,10,11,1,20
2009-Z09,2009-R1Z8,2009,Z09,1401,Texas A&M,R1Z8,0,11/3/2008,136,1,79,0,66,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15,23,59,7,16,13,18,7,19,15,10,11,1,20
2009-Z10,2009-R1Z7,2009,Z10,1268,Maryland,R1Z7,0,11/3/2008,136,1,84,0,71,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17,25,59,7,24,14,19,14,21,12,14,2,2,22
2009-Z11,2009-R1Z6,2009,Z11,1429,Utah St,R1Z6,0,11/3/2008,137,0,58,1,57,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21
2009-Z12,2009-R1Z5,2009,Z12,1320,Northern Iowa,R1Z5,0,11/3/2008,136,0,61,1,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20
2009-Z13,2009-R1Z4,2009,Z13,1280,Mississippi St,R1Z4,0,11/3/2008,136,0,71,1,58,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22
2009-Z14,2009-R1Z3,2009,Z14,1165,Cornell,R1Z3,0,11/3/2008,137,0,78,1,59,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11,23,64,6,21,7,12,17,23,11,9,1,0,15
2009-Z15,2009-R1Z2,2009,Z15,1169,CS Northridge,R1Z2,0,11/3/2008,136,0,81,1,70,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18
2009-Z16,2009-R1Z1,2009,Z16,1151,Chattanooga,R1Z1,0,11/3/2008,136,0,103,1,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27
2010-W01,2010-R1W1,2010,W01,1246,Kentucky,R1W1,1,11/2/2009,136,1,100,0,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,23,64,4,17,21,37,15,25,11,14,11,1,23
2010-W02,2010-R1W2,2010,W02,1452,West Virginia,R1W2,1,11/2/2009,137,1,77,0,50,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16,18,61,3,19,11,20,13,25,3,12,6,7,22
2010-W03,2010-R1W3,2010,W03,1307,New Mexico,R1W3,1,11/2/2009,136,1,62,0,57,N,0,22,53,5,20,13,23,10,21,14,6,8,3,14,22,54,6,21,7,12,11,26,17,12,5,2,21
2010-W04,2010-R1W4,2010,W04,1458,Wisconsin,R1W4,1,11/2/2009,137,1,53,0,49,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14,20,48,3,7,6,13,11,26,7,11,1,2,15
2010-W05,2010-R1W5,2010,W05,1396,Temple,R1W5,1,11/2/2009,137,0,78,1,65,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12,27,52,5,17,6,9,7,13,14,11,3,4,20
2010-W06,2010-R1W6,2010,W06,1266,Marquette,R1W6,1,11/2/2009,136,0,80,1,78,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17
2010-W07,2010-R1W7,2010,W07,1155,Clemson,R1W7,1,11/2/2009,137,0,86,1,78,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16,28,63,12,24,10,14,18,23,14,20,2,1,22
2010-W08,2010-R1W8,2010,W08,1400,Texas,R1W8,1,11/2/2009,136,0,81,1,80,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24,26,69,8,24,20,33,10,24,11,5,11,4,20
2010-W09,2010-R1W8,2010,W09,1448,Wake Forest,R1W8,0,11/2/2009,136,1,81,0,80,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24,26,69,8,24,20,33,10,24,11,5,11,4,20
2010-W10,2010-R1W7,2010,W10,1281,Missouri,R1W7,0,11/2/2009,137,1,86,0,78,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16,28,63,12,24,10,14,18,23,14,20,2,1,22
2010-W11,2010-R1W6,2010,W11,1449,Washington,R1W6,0,11/2/2009,136,1,80,0,78,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17
2010-W12,2010-R1W5,2010,W12,1165,Cornell,R1W5,0,11/2/2009,137,1,78,0,65,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12,27,52,5,17,6,9,7,13,14,11,3,4,20
2010-W13,2010-R1W4,2010,W13,1459,Wofford,R1W4,0,11/2/2009,137,0,53,1,49,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14,20,48,3,7,6,13,11,26,7,11,1,2,15
2010-W14,2010-R1W3,2010,W14,1285,Montana,R1W3,0,11/2/2009,136,0,62,1,57,N,0,22,53,5,20,13,23,10,21,14,6,8,3,14,22,54,6,21,7,12,11,26,17,12,5,2,21
2010-W15,2010-R1W2,2010,W15,1288,Morgan St,R1W2,0,11/2/2009,137,0,77,1,50,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16,18,61,3,19,11,20,13,25,3,12,6,7,22
2010-W16,2010-R1W1,2010,W16,1190,ETSU,R1W1,0,11/2/2009,136,0,100,1,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,23,64,4,17,21,37,15,25,11,14,11,1,23
2010-X01,2010-R1X1,2010,X01,1181,Duke,R1X1,1,11/2/2009,137,1,73,0,44,N,0,24,47,6,13,19,28,13,28,12,14,5,4,12,17,53,4,19,6,7,9,15,8,16,7,4,19
2010-X02,2010-R1X2,2010,X02,1437,Villanova,R1X2,1,11/2/2009,136,1,73,0,70,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19,22,55,5,20,21,26,11,24,8,21,10,2,31
2010-X03,2010-R1X3,2010,X03,1124,Baylor,R1X3,1,11/2/2009,136,1,68,0,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20
2010-X04,2010-R1X4,2010,X04,1345,Purdue,R1X4,1,11/2/2009,137,1,72,0,64,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16
2010-X05,2010-R1X5,2010,X05,1401,Texas A&M,R1X5,1,11/2/2009,137,1,69,0,53,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13,24,62,5,20,0,4,10,21,8,9,4,3,18
2010-X06,2010-R1X6,2010,X06,1323,Notre Dame,R1X6,1,11/2/2009,136,0,51,1,50,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9,21,59,6,26,2,3,16,22,12,10,6,2,14
2010-X07,2010-R1X7,2010,X07,1350,Richmond,R1X7,1,11/2/2009,136,0,80,1,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23
2010-X08,2010-R1X8,2010,X08,1143,California,R1X8,1,11/2/2009,137,1,77,0,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,26,60,5,19,5,9,15,22,13,15,9,1,19
2010-X09,2010-R1X8,2010,X09,1257,Louisville,R1X8,0,11/2/2009,137,0,77,1,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,26,60,5,19,5,9,15,22,13,15,9,1,19
2010-X10,2010-R1X7,2010,X10,1388,St Mary's CA,R1X7,0,11/2/2009,136,1,80,0,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23
2010-X11,2010-R1X6,2010,X11,1330,Old Dominion,R1X6,0,11/2/2009,136,1,51,0,50,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9,21,59,6,26,2,3,16,22,12,10,6,2,14
2010-X12,2010-R1X5,2010,X12,1429,Utah St,R1X5,0,11/2/2009,137,0,69,1,53,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13,24,62,5,20,0,4,10,21,8,9,4,3,18
2010-X13,2010-R1X4,2010,X13,1373,Siena,R1X4,0,11/2/2009,137,0,72,1,64,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16
2010-X14,2010-R1X3,2010,X14,1358,Sam Houston St,R1X3,0,11/2/2009,136,0,68,1,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20
2010-X15,2010-R1X2,2010,X15,1352,Robert Morris,R1X2,0,11/2/2009,136,0,73,1,70,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19,22,55,5,20,21,26,11,24,8,21,10,2,31
2010-X16a,2010-X16,2010,X16a,1115,Ark Pine Bluff,X16,1,11/2/2009,134,1,61,0,44,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16,16,55,2,21,10,18,14,20,5,7,3,5,22
2010-X16b,2010-X16,2010,X16b,1457,Winthrop,X16,0,11/2/2009,134,0,61,1,44,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16,16,55,2,21,10,18,14,20,5,7,3,5,22
2010-Y01,2010-R1Y1,2010,Y01,1242,Kansas,R1Y1,1,11/2/2009,136,1,90,0,74,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18,25,62,7,19,17,21,13,20,11,13,6,4,16
2010-Y02,2010-R1Y2,2010,Y02,1326,Ohio St,R1Y2,1,11/2/2009,137,1,68,0,51,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12,20,62,6,19,5,7,12,23,11,9,6,2,16
2010-Y03,2010-R1Y3,2010,Y03,1207,Georgetown,R1Y3,1,11/2/2009,136,0,97,1,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,31,61,8,22,13,19,14,17,14,18,5,5,21
2010-Y04,2010-R1Y4,2010,Y04,1268,Maryland,R1Y4,1,11/2/2009,137,1,89,0,77,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20,25,60,7,20,20,32,9,20,7,6,6,1,19
2010-Y05,2010-R1Y5,2010,Y05,1277,Michigan St,R1Y5,1,11/2/2009,137,1,70,0,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23
2010-Y06,2010-R1Y6,2010,Y06,1397,Tennessee,R1Y6,1,11/2/2009,136,1,62,0,59,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19,20,52,3,18,16,21,11,22,10,10,3,6,16
2010-Y07,2010-R1Y7,2010,Y07,1329,Oklahoma St,R1Y7,1,11/2/2009,137,0,64,1,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20
2010-Y08,2010-R1Y8,2010,Y08,1424,UNLV,R1Y8,1,11/2/2009,136,0,69,1,66,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16,25,58,9,22,7,12,15,13,12,8,9,2,20
