Unique ID,Season,Team,games_won,games_lost,total_wscore,total_lscore,win_score_diff,lose_score_diff,avg_win_score_diff,avg_lose_score_diff,seed,seed_number,ncaa_champ,final_four
1387-2004,2004,1387,18,12,1183,686,242,145,13.44444444,12.08333333,0,0,0,0
1387-2005,2005,1387,9,21,564,1129,85,216,9.444444444,10.28571429,0,0,0,0
1387-2006,2006,1387,16,13,1020,729,151,131,9.4375,10.07692308,0,0,0,0
1387-2007,2007,1387,19,13,1347,752,163,156,8.578947368,12,0,0,0,0
1387-2008,2008,1387,16,15,1071,791,185,232,11.5625,15.46666667,0,0,0,0
1387-2009,2009,1387,17,14,1147,782,171,153,10.05882353,10.92857143,0,0,0,0
1387-2010,2010,1387,19,11,1293,603,202,107,10.63157895,9.727272727,0,0,0,0
1387-2011,2011,1387,11,19,762,1119,175,182,15.90909091,9.578947368,0,0,0,0
1387-2012,2012,1387,24,7,1690,452,408,45,17,6.428571429,Z09,09,0,0
1387-2013,2013,1387,27,6,1885,382,403,54,14.92592593,9,Y04,04,0,0
1387-2014,2014,1387,25,6,1795,377,293,37,11.72,6.166666667,Y05,05,0,0
1387-2015,2015,1387,10,21,662,1170,57,299,5.7,14.23809524,0,0,0,0
1387-2016,2016,1387,11,21,861,1245,111,310,10.09090909,14.76190476,0,0,0,0
1388-2003,2003,1388,14,15,1026,897,168,136,12,9.066666667,0,0,0,0
1388-2004,2004,1388,16,12,1286,837,286,111,17.875,9.25,0,0,0,0
1388-2005,2005,1388,23,8,1666,503,232,86,10.08695652,10.75,X10,10,0,0
1388-2006,2006,1388,16,12,1199,757,160,84,10,7,0,0,0,0
1388-2007,2007,1388,14,15,1095,927,219,128,15.64285714,8.533333333,0,0,0,0
1388-2008,2008,1388,24,6,1900,375,441,68,18.375,11.33333333,Y10,10,0,0
1388-2009,2009,1388,24,6,1813,370,327,83,13.625,13.83333333,0,0,0,0
1388-2010,2010,1388,25,5,2027,337,420,44,16.8,8.8,X10,10,0,0
1388-2011,2011,1388,23,8,1880,547,439,83,19.08695652,10.375,0,0,0,0
1388-2012,2012,1388,25,5,1927,287,396,68,15.84,13.6,X07,07,0,0
1388-2013,2013,1388,26,6,2010,386,432,62,16.61538462,10.33333333,Y11b,11,0,0
1388-2014,2014,1388,21,11,1645,648,292,124,13.9047619,11.27272727,0,0,0,0
1388-2015,2015,1388,20,9,1460,540,253,95,12.65,10.55555556,0,0,0,0
1388-2016,2016,1388,26,5,1997,320,456,34,17.53846154,6.8,0,0,0,0
1389-2003,2003,1389,10,19,787,1345,107,239,10.7,12.57894737,0,0,0,0
1389-2004,2004,1389,17,12,1347,849,179,168,10.52941176,14,0,0,0,0
1389-2005,2005,1389,15,13,1187,1013,139,102,9.266666667,7.846153846,0,0,0,0
1389-2006,2006,1389,17,15,1328,1057,144,166,8.470588235,11.06666667,0,0,0,0
1389-2007,2007,1389,5,25,321,1467,49,259,9.8,10.36,0,0,0,0
1389-2008,2008,1389,6,24,427,1575,48,225,8,9.375,0,0,0,0
1389-2009,2009,1389,11,19,712,1068,84,215,7.636363636,11.31578947,0,0,0,0
1389-2010,2010,1389,16,14,1081,782,189,134,11.8125,9.571428571,0,0,0,0
1389-2011,2011,1389,20,13,1320,706,208,159,10.4,12.23076923,Z14,14,0,0
1389-2012,2012,1389,5,26,319,1480,53,392,10.6,15.07692308,0,0,0,0
1389-2013,2013,1389,9,21,611,1177,47,231,5.222222222,11,0,0,0,0
1389-2014,2014,1389,14,17,939,1022,87,168,6.214285714,9.882352941,0,0,0,0
1389-2015,2015,1389,16,18,1078,1003,178,145,11.125,8.055555556,0,0,0,0
1389-2016,2016,1389,14,16,973,993,138,159,9.857142857,9.9375,0,0,0,0
1390-2003,2003,1390,23,8,1712,528,238,74,10.34782609,9.25,X04,04,0,0
1390-2004,2004,1390,29,1,2156,62,410,13,14.13793103,13,X01,01,0,0
1390-2005,2005,1390,18,12,1324,779,188,126,10.44444444,10.5,Y08,08,0,0
1390-2006,2006,1390,15,13,1023,837,165,140,11,10.76923077,0,0,0,0
1390-2007,2007,1390,18,12,1342,756,226,131,12.55555556,10.91666667,X11,11,0,0
1390-2008,2008,1390,26,7,1869,463,388,56,14.92307692,8,Y03,03,0,0
1390-2009,2009,1390,18,13,1381,879,272,147,15.11111111,11.30769231,0,0,0,0
1390-2010,2010,1390,14,18,1008,1204,170,195,12.14285714,10.83333333,0,0,0,0
1390-2011,2011,1390,15,16,1097,961,220,182,14.66666667,11.375,0,0,0,0
1390-2012,2012,1390,21,11,1573,683,335,92,15.95238095,8.363636364,0,0,0,0
1390-2013,2013,1390,18,14,1341,944,242,94,13.44444444,6.714285714,0,0,0,0
1390-2014,2014,1390,21,12,1621,805,287,126,13.66666667,10.5,X10,10,0,0
1390-2015,2015,1390,19,13,1414,900,270,119,14.21052632,9.153846154,0,0,0,0
1390-2016,2016,1390,14,15,1079,926,149,217,10.64285714,14.46666667,0,0,0,0
1391-2003,2003,1391,6,20,463,1393,48,299,8,14.95,0,0,0,0
1391-2004,2004,1391,10,15,729,954,60,219,6,14.6,0,0,0,0
1391-2005,2005,1391,9,17,637,1091,73,248,8.111111111,14.58823529,0,0,0,0
1391-2006,2006,1391,14,18,995,1134,127,216,9.071428571,12,0,0,0,0
1391-2007,2007,1391,9,20,629,1262,64,300,7.111111111,15,0,0,0,0
1391-2008,2008,1391,15,16,1054,980,121,217,8.066666667,13.5625,0,0,0,0
1391-2009,2009,1391,11,17,760,1090,99,236,9,13.88235294,0,0,0,0
1391-2010,2010,1391,5,22,338,1251,33,409,6.6,18.59090909,0,0,0,0
1391-2011,2011,1391,8,22,586,1345,54,290,6.75,13.18181818,0,0,0,0
1391-2012,2012,1391,8,20,584,1431,73,264,9.125,13.2,0,0,0,0
1391-2013,2013,1391,14,16,1051,1048,151,211,10.78571429,13.1875,0,0,0,0
1391-2014,2014,1391,7,24,467,1449,26,362,3.714285714,15.08333333,0,0,0,0
1391-2015,2015,1391,6,22,434,1382,37,304,6.166666667,13.81818182,0,0,0,0
1391-2016,2016,1391,8,22,681,1656,74,267,9.25,12.13636364,0,0,0,0
1392-2003,2003,1392,11,15,823,848,91,174,8.272727273,11.6,0,0,0,0
1392-2004,2004,1392,10,20,661,1216,65,217,6.5,10.85,0,0,0,0
1392-2005,2005,1392,12,17,784,1009,93,207,7.75,12.17647059,0,0,0,0
1392-2006,2006,1392,4,24,257,1372,29,327,7.25,13.625,0,0,0,0
1392-2007,2007,1392,9,20,583,1154,108,237,12,11.85,0,0,0,0
1392-2008,2008,1392,7,23,484,1353,69,230,9.857142857,10,0,0,0,0
1392-2009,2009,1392,15,14,959,897,174,106,11.6,7.571428571,0,0,0,0
1392-2010,2010,1392,21,9,1505,547,241,107,11.47619048,11.88888889,0,0,0,0
1392-2011,2011,1392,14,17,916,955,143,163,10.21428571,9.588235294,0,0,0,0
1392-2012,2012,1392,21,9,1459,512,287,106,13.66666667,11.77777778,0,0,0,0
1392-2013,2013,1392,23,7,1579,439,346,36,15.04347826,5.142857143,0,0,0,0
1392-2014,2014,1392,22,10,1617,673,260,92,11.81818182,9.2,0,0,0,0
1392-2015,2015,1392,21,11,1440,621,259,125,12.33333333,11.36363636,0,0,0,0
1392-2016,2016,1392,24,6,1871,393,380,72,15.83333333,12,W13,13,0,0
1181-2015,2015,1181,29,4,2374,286,538,42,18.55172414,10.5,X01,01,1,1
1393-2004,2004,1393,21,7,1595,447,259,88,12.33333333,12.57142857,X05,05,0,0
1393-2005,2005,1393,27,6,2102,389,410,56,15.18518519,9.333333333,Y04,04,0,0
1393-2006,2006,1393,23,11,1746,731,288,157,12.52173913,14.27272727,W05,05,0,0
1393-2007,2007,1393,22,10,1702,714,304,57,13.81818182,5.7,0,0,0,0
1393-2008,2008,1393,19,13,1583,930,264,118,13.89473684,9.076923077,0,0,0,0
1393-2009,2009,1393,25,9,2113,640,369,95,14.76,10.55555556,X03,03,0,0
1393-2010,2010,1393,28,4,2323,284,500,33,17.85714286,8.25,Z01,01,0,0
1393-2011,2011,1393,26,7,1957,472,403,64,15.5,9.142857143,W03,03,0,0
1393-2012,2012,1393,31,2,2335,126,480,12,15.48387097,6,W01,01,0,0
1393-2013,2013,1393,26,9,1964,533,478,84,18.38461538,9.333333333,W04,04,0,1
1393-2014,2014,1393,27,5,1881,300,313,36,11.59259259,7.2,X03,03,0,0
1393-2015,2015,1393,18,13,1272,824,255,124,14.16666667,9.538461538,0,0,0,0
1393-2016,2016,1393,19,13,1398,849,254,110,13.36842105,8.461538462,X10,10,0,0
1394-2003,2003,1394,11,15,887,1065,129,251,11.72727273,16.73333333,0,0,0,0
1394-2004,2004,1394,11,11,871,670,146,170,13.27272727,15.45454545,0,0,0,0
1394-2005,2005,1394,16,8,1211,513,257,121,16.0625,15.125,0,0,0,0
1394-2006,2006,1394,16,8,1295,584,321,71,20.0625,8.875,0,0,0,0
1394-2007,2007,1394,24,6,1956,419,341,80,14.20833333,13.33333333,Y15,15,0,0
1394-2008,2008,1394,9,20,644,1213,71,244,7.888888889,12.2,0,0,0,0
1394-2009,2009,1394,15,15,1144,857,179,212,11.93333333,14.13333333,0,0,0,0
1394-2010,2010,1394,14,15,1028,929,189,166,13.5,11.06666667,0,0,0,0
1394-2011,2011,1394,7,21,499,1202,32,318,4.571428571,15.14285714,0,0,0,0
1394-2012,2012,1394,6,24,348,1407,15,290,2.5,12.08333333,0,0,0,0
1394-2013,2013,1394,5,23,344,1342,34,261,6.8,11.34782609,0,0,0,0
1394-2014,2014,1394,16,14,1161,891,163,136,10.1875,9.714285714,0,0,0,0
1394-2015,2015,1394,17,13,1187,779,150,125,8.823529412,9.615384615,0,0,0,0
1394-2016,2016,1394,23,7,1765,419,189,95,8.217391304,13.57142857,0,0,0,0
1395-2003,2003,1395,9,19,794,1352,88,194,9.777777778,10.21052632,0,0,0,0
1395-2004,2004,1395,12,17,881,1060,143,247,11.91666667,14.52941176,0,0,0,0
1395-2005,2005,1395,18,13,1337,841,235,163,13.05555556,12.53846154,0,0,0,0
1395-2006,2006,1395,6,24,450,1420,59,287,9.833333333,11.95833333,0,0,0,0
1395-2007,2007,1395,13,17,888,1004,131,242,10.07692308,14.23529412,0,0,0,0
1395-2008,2008,1395,13,16,1009,939,178,194,13.69230769,12.125,0,0,0,0
1395-2009,2009,1395,13,17,888,1010,131,183,10.07692308,10.76470588,0,0,0,0
1395-2010,2010,1395,11,19,802,1204,111,243,10.09090909,12.78947368,0,0,0,0
1395-2011,2011,1395,11,22,906,1314,170,268,15.45454545,12.18181818,0,0,0,0
1395-2012,2012,1395,16,14,1180,935,125,170,7.8125,12.14285714,0,0,0,0
1395-2013,2013,1395,10,21,613,1073,52,321,5.2,15.28571429,0,0,0,0
1395-2014,2014,1395,8,22,580,1320,83,360,10.375,16.36363636,0,0,0,0
1395-2015,2015,1395,18,15,1317,932,354,163,19.66666667,10.86666667,0,0,0,0
1395-2016,2016,1395,12,21,871,1338,164,314,13.66666667,14.95238095,0,0,0,0
1396-2003,2003,1396,15,15,1121,881,198,206,13.2,13.73333333,0,0,0,0
1396-2004,2004,1396,15,13,1036,782,158,141,10.53333333,10.84615385,0,0,0,0
1396-2005,2005,1396,16,13,1067,797,195,114,12.1875,8.769230769,0,0,0,0
1396-2006,2006,1396,17,14,1179,752,281,177,16.52941176,12.64285714,0,0,0,0
1396-2007,2007,1396,12,18,1015,1236,198,169,16.5,9.388888889,0,0,0,0
1396-2008,2008,1396,21,12,1577,819,214,81,10.19047619,6.75,Y12,12,0,0
1396-2009,2009,1396,22,11,1568,708,281,97,12.77272727,8.818181818,X11,11,0,0
1396-2010,2010,1396,29,5,1945,263,366,67,12.62068966,13.4,W05,05,0,0
1396-2011,2011,1396,25,7,1837,433,339,58,13.56,8.285714286,X07,07,0,0
1396-2012,2012,1396,24,7,1866,491,250,60,10.41666667,8.571428571,X05,05,0,0
1396-2013,2013,1396,23,9,1710,618,216,67,9.391304348,7.444444444,W09,09,0,0
1396-2014,2014,1396,9,22,737,1554,94,224,10.44444444,10.18181818,0,0,0,0
1396-2015,2015,1396,23,10,1600,539,272,133,11.82608696,13.3,0,0,0,0
1396-2016,2016,1396,21,11,1508,689,173,134,8.238095238,12.18181818,Y10,10,0,0
1397-2003,2003,1397,17,11,1190,730,177,109,10.41176471,9.909090909,0,0,0,0
1397-2004,2004,1397,15,13,1209,799,235,226,15.66666667,17.38461538,0,0,0,0
1397-2005,2005,1397,14,17,1053,1085,202,199,14.42857143,11.70588235,0,0,0,0
1397-2006,2006,1397,21,7,1754,523,280,66,13.33333333,9.428571429,Z02,02,0,0
1397-2007,2007,1397,22,10,1856,693,274,107,12.45454545,10.7,X05,05,0,0
1397-2008,2008,1397,28,4,2333,304,398,29,14.21428571,7.25,W02,02,0,0
1397-2009,2009,1397,21,12,1755,835,312,110,14.85714286,9.166666667,W09,09,0,0
1397-2010,2010,1397,25,8,1924,506,406,119,16.24,14.875,Y06,06,0,0
1397-2011,2011,1397,19,14,1413,918,194,84,10.21052632,6,X09,09,0,0
1397-2012,2012,1397,17,14,1250,873,213,124,12.52941176,8.857142857,0,0,0,0
1397-2013,2013,1397,20,12,1425,697,213,107,10.65,8.916666667,0,0,0,0
1397-2014,2014,1397,20,12,1539,717,383,91,19.15,7.583333333,Y11b,11,0,0
1397-2015,2015,1397,16,16,1081,944,139,169,8.6875,10.5625,0,0,0,0
1397-2016,2016,1397,15,19,1222,1332,204,206,13.6,10.84210526,0,0,0,0
1398-2003,2003,1398,1,24,87,1718,9,511,9,21.29166667,0,0,0,0
1398-2004,2004,1398,6,20,454,1342,47,294,7.833333333,14.7,0,0,0,0
1398-2005,2005,1398,12,16,1002,1072,143,234,11.91666667,14.625,0,0,0,0
1398-2006,2006,1398,12,15,918,956,125,139,10.41666667,9.266666667,0,0,0,0
1398-2007,2007,1398,11,20,702,1278,77,267,7,13.35,0,0,0,0
1398-2008,2008,1398,13,17,963,1273,93,132,7.153846154,7.764705882,0,0,0,0
1398-2009,2009,1398,11,17,850,1141,77,254,7,14.94117647,0,0,0,0
1398-2010,2010,1398,9,23,705,1449,72,292,8,12.69565217,0,0,0,0
1398-2011,2011,1398,12,16,822,1053,84,151,7,9.4375,0,0,0,0
1398-2012,2012,1398,18,12,1253,764,141,143,7.833333333,11.91666667,0,0,0,0
1398-2013,2013,1398,16,14,1234,883,171,186,10.6875,13.28571429,0,0,0,0
1398-2014,2014,1398,4,25,287,1666,25,252,6.25,10.08,0,0,0,0
1398-2015,2015,1398,3,26,182,1439,21,385,7,14.80769231,0,0,0,0
1398-2016,2016,1398,18,10,1350,701,182,76,10.11111111,7.6,0,0,0,0
1399-2003,2003,1399,17,12,1373,761,234,126,13.76470588,10.5,0,0,0,0
1399-2004,2004,1399,10,15,821,1041,103,190,10.3,12.66666667,0,0,0,0
1399-2005,2005,1399,15,11,1147,729,164,108,10.93333333,9.818181818,0,0,0,0
1399-2006,2006,1399,17,12,1306,756,155,180,9.117647059,15,0,0,0,0
1399-2007,2007,1399,18,13,1387,907,179,111,9.944444444,8.538461538,0,0,0,0
1399-2008,2008,1399,11,19,859,1338,124,175,11.27272727,9.210526316,0,0,0,0
1399-2009,2009,1399,10,18,837,1209,138,193,13.8,10.72222222,0,0,0,0
1399-2010,2010,1399,13,17,1001,1182,96,297,7.384615385,17.47058824,0,0,0,0
1399-2011,2011,1399,17,12,1290,813,132,120,7.764705882,10,0,0,0,0
1399-2012,2012,1399,17,13,1352,792,160,152,9.411764706,11.69230769,0,0,0,0
1399-2013,2013,1399,10,17,727,975,85,257,8.5,15.11764706,0,0,0,0
1399-2014,2014,1399,15,16,1139,1033,104,213,6.933333333,13.3125,0,0,0,0
1399-2015,2015,1399,10,18,782,1166,102,172,10.2,9.555555556,0,0,0,0
1399-2016,2016,1399,17,11,1398,758,193,164,11.35294118,14.90909091,0,0,0,0
1400-2003,2003,1400,22,6,1721,487,326,41,14.81818182,6.833333333,X01,01,0,1
1400-2004,2004,1400,23,7,1862,452,399,77,17.34782609,11,W03,03,0,0
1400-2005,2005,1400,19,10,1536,707,338,96,17.78947368,9.6,X08,08,0,0
1400-2006,2006,1400,27,6,2125,387,623,94,23.07407407,15.66666667,W02,02,0,0
1400-2007,2007,1400,24,9,1974,739,393,54,16.375,6,W04,04,0,0
1400-2008,2008,1400,27,6,2031,439,378,50,14,8.333333333,Y02,02,0,0
1400-2009,2009,1400,22,11,1651,736,304,77,13.81818182,7,W07,07,0,0
1400-2010,2010,1400,24,9,2050,631,483,102,20.125,11.33333333,W08,08,0,0
1400-2011,2011,1400,27,7,2045,502,502,42,18.59259259,6,X04,04,0,0
1400-2012,2012,1400,20,13,1472,939,304,98,15.2,7.538461538,W11,11,0,0
1400-2013,2013,1400,16,16,1147,937,204,193,12.75,12.0625,0,0,0,0
1400-2014,2014,1400,23,10,1753,693,261,126,11.34782609,12.6,Y07,07,0,0
1400-2015,2015,1400,20,13,1401,841,361,112,18.05,8.615384615,Y11,11,0,0
1400-2016,2016,1400,20,12,1487,796,222,117,11.1,9.75,Z06,06,0,0
1401-2003,2003,1401,14,14,1062,953,171,206,12.21428571,14.71428571,0,0,0,0
1401-2004,2004,1401,7,21,599,1414,122,249,17.42857143,11.85714286,0,0,0,0
1401-2005,2005,1401,17,9,1383,526,330,103,19.41176471,11.44444444,0,0,0,0
1401-2006,2006,1401,21,8,1500,507,303,49,14.42857143,6.125,W12,12,0,0
1401-2007,2007,1401,25,6,1957,409,553,22,22.12,3.666666667,X03,03,0,0
1401-2008,2008,1401,23,10,1737,610,444,141,19.30434783,14.1,Z09,09,0,0
1401-2009,2009,1401,23,9,1722,573,249,77,10.82608696,8.555555556,Z09,09,0,0
1401-2010,2010,1401,22,9,1610,598,277,76,12.59090909,8.444444444,X05,05,0,0
1401-2011,2011,1401,23,8,1671,456,307,86,13.34782609,10.75,Z07,07,0,0
1401-2012,2012,1401,13,18,853,1027,178,208,13.69230769,11.55555556,0,0,0,0
1401-2013,2013,1401,18,15,1250,853,188,134,10.44444444,8.933333333,0,0,0,0
1401-2014,2014,1401,17,15,1251,834,242,187,14.23529412,12.46666667,0,0,0,0
1401-2015,2015,1401,20,11,1427,656,241,87,12.05,7.909090909,0,0,0,0
1401-2016,2016,1401,26,8,2041,540,407,54,15.65384615,6.75,Z03,03,0,0
1402-2003,2003,1402,15,12,1156,776,188,103,12.53333333,8.583333333,0,0,0,0
1402-2004,2004,1402,9,14,682,875,104,154,11.55555556,11,0,0,0,0
1402-2005,2005,1402,10,14,718,887,90,178,9,12.71428571,0,0,0,0
1402-2006,2006,1402,2,22,143,1355,18,320,9,14.54545455,0,0,0,0
1402-2007,2007,1402,6,20,483,1461,49,320,8.166666667,16,0,0,0,0
1402-2008,2008,1402,10,16,863,1247,72,169,7.2,10.5625,0,0,0,0
1402-2009,2009,1402,10,16,811,1210,118,143,11.8,8.9375,0,0,0,0
1402-2010,2010,1402,11,16,933,1122,86,190,7.818181818,11.875,0,0,0,0
1402-2011,2011,1402,14,15,1096,1115,140,191,10,12.73333333,0,0,0,0
1402-2012,2012,1402,9,17,754,1168,107,194,11.88888889,11.41176471,0,0,0,0
1402-2013,2013,1402,11,22,856,1456,102,282,9.272727273,12.81818182,0,0,0,0
1402-2014,2014,1402,6,23,406,1345,69,253,11.5,11,0,0,0,0
1402-2015,2015,1402,11,17,769,906,105,158,9.545454545,9.294117647,0,0,0,0
1402-2016,2016,1402,13,16,922,948,138,169,10.61538462,10.5625,0,0,0,0
1403-2003,2003,1403,18,12,1456,750,291,101,16.16666667,8.416666667,0,0,0,0
1403-2004,2004,1403,22,10,1706,643,331,108,15.04545455,10.8,Y08,08,0,0
1403-2005,2005,1403,20,10,1686,640,395,156,19.75,15.6,W06,06,0,0
1403-2006,2006,1403,15,17,1168,1019,246,254,16.4,14.94117647,0,0,0,0
1403-2007,2007,1403,21,12,1613,749,241,144,11.47619048,12,W10,10,0,0
1403-2008,2008,1403,15,15,1164,928,211,219,14.06666667,14.6,0,0,0,0
1403-2009,2009,1403,13,19,1029,1367,152,248,11.69230769,13.05263158,0,0,0,0
1403-2010,2010,1403,17,15,1355,1086,194,192,11.41176471,12.8,0,0,0,0
1403-2011,2011,1403,13,19,1047,1295,164,233,12.61538462,12.26315789,0,0,0,0
1403-2012,2012,1403,8,23,574,1270,99,369,12.375,16.04347826,0,0,0,0
1403-2013,2013,1403,11,20,846,1180,138,368,12.54545455,18.4,0,0,0,0
1403-2014,2014,1403,14,18,1055,1135,198,198,14.14285714,11,0,0,0,0
1403-2015,2015,1403,13,19,925,1024,204,314,15.69230769,16.52631579,0,0,0,0
1403-2016,2016,1403,19,12,1465,779,203,124,10.68421053,10.33333333,X08,08,0,0
1404-2003,2003,1404,10,14,818,962,101,213,10.1,15.21428571,0,0,0,0
1404-2004,2004,1404,8,18,662,1182,109,261,13.625,14.5,0,0,0,0
1404-2005,2005,1404,4,21,271,1372,15,313,3.75,14.9047619,0,0,0,0
1404-2006,2006,1404,11,15,856,1011,104,172,9.454545455,11.46666667,0,0,0,0
1404-2007,2007,1404,7,23,492,1395,62,283,8.857142857,12.30434783,0,0,0,0
1404-2008,2008,1404,15,16,1199,1142,135,194,9,12.125,0,0,0,0
1404-2009,2009,1404,20,9,1636,587,277,109,13.85,12.11111111,0,0,0,0
1404-2010,2010,1404,2,25,141,1569,19,398,9.5,15.92,0,0,0,0
1404-2011,2011,1404,10,21,722,1385,99,340,9.9,16.19047619,0,0,0,0
1404-2012,2012,1404,2,27,135,1646,6,410,3,15.18518519,0,0,0,0
1404-2013,2013,1404,7,21,513,1319,34,381,4.857142857,18.14285714,0,0,0,0
1404-2014,2014,1404,6,23,504,1626,67,317,11.16666667,13.7826087,0,0,0,0
1404-2015,2015,1404,16,12,1150,741,163,130,10.1875,10.83333333,0,0,0,0
1404-2016,2016,1404,17,14,1307,886,160,188,9.411764706,13.42857143,0,0,0,0
1405-2003,2003,1405,13,16,987,1047,147,156,11.30769231,9.75,0,0,0,0
1405-2004,2004,1405,20,10,1647,660,205,151,10.25,15.1,0,0,0,0
1405-2005,2005,1405,15,13,1119,846,154,108,10.26666667,8.307692308,0,0,0,0
1405-2006,2006,1405,19,11,1409,675,243,84,12.78947368,7.636363636,0,0,0,0
1405-2007,2007,1405,19,12,1348,798,162,118,8.526315789,9.833333333,0,0,0,0
1405-2008,2008,1405,11,19,718,1076,72,286,6.545454545,15.05263158,0,0,0,0
1405-2009,2009,1405,6,25,409,1407,37,332,6.166666667,13.28,0,0,0,0
1405-2010,2010,1405,3,28,194,1475,13,435,4.333333333,15.53571429,0,0,0,0
1405-2011,2011,1405,3,28,223,1550,28,458,9.333333333,16.35714286,0,0,0,0
1405-2012,2012,1405,16,16,1154,1024,147,132,9.1875,8.25,0,0,0,0
1405-2013,2013,1405,15,13,1103,825,159,142,10.6,10.92307692,0,0,0,0
1405-2014,2014,1405,26,6,2097,436,240,76,9.230769231,12.66666667,0,0,0,0
1405-2015,2015,1405,20,13,1551,932,240,100,12,7.692307692,0,0,0,0
1405-2016,2016,1405,16,15,1360,1026,269,104,16.8125,6.933333333,0,0,0,0
1406-2003,2003,1406,4,24,246,1345,49,474,12.25,19.75,0,0,0,0
1406-2004,2004,1406,8,21,528,1244,50,293,6.25,13.95238095,0,0,0,0
1406-2005,2005,1406,5,24,396,1407,65,297,13,12.375,0,0,0,0
1406-2006,2006,1406,12,16,930,1022,88,235,7.333333333,14.6875,0,0,0,0
1406-2007,2007,1406,15,17,1106,1069,198,196,13.2,11.52941176,0,0,0,0
1406-2008,2008,1406,13,18,966,1061,123,229,9.461538462,12.72222222,0,0,0,0
1406-2009,2009,1406,12,22,859,1354,112,298,9.333333333,13.54545455,0,0,0,0
1406-2010,2010,1406,10,21,785,1339,78,317,7.8,15.0952381,0,0,0,0
1406-2011,2011,1406,4,26,343,1710,29,255,7.25,9.807692308,0,0,0,0
1406-2012,2012,1406,1,31,66,1581,5,589,5,19,0,0,0,0
1406-2013,2013,1406,17,13,1273,773,127,107,7.470588235,8.230769231,0,0,0,0
1406-2014,2014,1406,22,10,1683,629,259,130,11.77272727,13,0,0,0,0
1406-2015,2015,1406,11,20,735,1202,85,185,7.727272727,9.25,0,0,0,0
1406-2016,2016,1406,18,12,1399,711,190,125,10.55555556,10.41666667,0,0,0,0
1407-2003,2003,1407,25,5,2038,343,339,75,13.56,15,X14,14,0,0
1407-2004,2004,1407,23,5,1999,341,332,30,14.43478261,6,0,0,0,0
1407-2005,2005,1407,11,18,884,1249,117,244,10.63636364,13.55555556,0,0,0,0
1407-2006,2006,1407,11,15,872,1001,155,133,14.09090909,8.866666667,0,0,0,0
1407-2007,2007,1407,12,17,953,1183,70,160,5.833333333,9.411764706,0,0,0,0
1407-2008,2008,1407,10,19,823,1326,124,268,12.4,14.10526316,0,0,0,0
1407-2009,2009,1407,18,12,1452,877,184,164,10.22222222,13.66666667,0,0,0,0
1407-2010,2010,1407,17,12,1259,818,135,138,7.941176471,11.5,0,0,0,0
1407-2011,2011,1407,7,21,552,1424,57,265,8.142857143,12.61904762,0,0,0,0
1407-2012,2012,1407,9,18,711,1169,75,254,8.333333333,14.11111111,0,0,0,0
1407-2013,2013,1407,12,21,803,1243,73,230,6.083333333,10.95238095,0,0,0,0
1407-2014,2014,1407,9,20,705,1240,107,202,11.88888889,10.1,0,0,0,0
1407-2015,2015,1407,8,19,557,1224,52,150,6.5,7.894736842,0,0,0,0
1407-2016,2016,1407,7,22,489,1474,45,252,6.428571429,11.45454545,0,0,0,0
1408-2003,2003,1408,15,15,1164,967,266,171,17.73333333,11.4,0,0,0,0
1408-2004,2004,1408,10,17,740,1013,105,242,10.5,14.23529412,0,0,0,0
1408-2005,2005,1408,9,18,675,1116,93,291,10.33333333,16.16666667,0,0,0,0
1408-2006,2006,1408,11,16,705,958,131,260,11.90909091,16.25,0,0,0,0
1408-2007,2007,1408,15,13,1147,783,159,163,10.6,12.53846154,0,0,0,0
1408-2008,2008,1408,16,15,1142,885,131,185,8.1875,12.33333333,0,0,0,0
1408-2009,2009,1408,13,17,919,1011,141,207,10.84615385,12.17647059,0,0,0,0
1408-2010,2010,1408,8,22,602,1262,84,225,10.5,10.22727273,0,0,0,0
1408-2011,2011,1408,10,17,808,1010,154,143,15.4,8.411764706,0,0,0,0
1408-2012,2012,1408,13,16,914,927,223,180,17.15384615,11.25,0,0,0,0
1408-2013,2013,1408,18,14,1307,904,239,120,13.27777778,8.571428571,0,0,0,0
1408-2014,2014,1408,16,16,1113,928,120,322,7.5,20.125,0,0,0,0
1408-2015,2015,1408,14,16,973,911,131,186,9.357142857,11.625,0,0,0,0
1408-2016,2016,1408,12,22,885,1355,121,279,10.08333333,12.68181818,0,0,0,0
1409-2003,2003,1409,22,9,1647,632,311,55,14.13636364,6.111111111,Y13,13,0,0
1409-2004,2004,1409,9,20,677,1305,125,222,13.88888889,11.1,0,0,0,0
1409-2005,2005,1409,9,20,694,1376,163,189,18.11111111,9.45,0,0,0,0
1409-2006,2006,1409,10,17,675,983,77,201,7.7,11.82352941,0,0,0,0
1409-2007,2007,1409,18,11,1312,632,219,87,12.16666667,7.909090909,0,0,0,0
1409-2008,2008,1409,20,13,1503,823,341,168,17.05,12.92307692,0,0,0,0
1409-2009,2009,1409,23,10,1646,569,302,120,13.13043478,12,0,0,0,0
1409-2010,2010,1409,22,11,1647,707,334,142,15.18181818,12.90909091,0,0,0,0
1409-2011,2011,1409,19,13,1415,840,187,97,9.842105263,7.461538462,0,0,0,0
1409-2012,2012,1409,17,14,1160,933,181,89,10.64705882,6.357142857,0,0,0,0
1409-2013,2013,1409,16,15,1124,955,152,196,9.5,13.06666667,0,0,0,0
